age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,previous,poutcome,deposit
43,management,divorced,unknown,no,7620,no,no,cellular,may,483,1,2,success,yes
28,admin.,single,secondary,no,288,yes,yes,cellular,jan,240,3,6,success,yes
31,management,married,tertiary,no,252,no,no,cellular,jul,36,1,0,unknown,no
41,technician,married,secondary,no,-293,yes,no,cellular,feb,361,1,2,failure,no
51,self-employed,single,secondary,no,-251,no,no,cellular,oct,1702,2,0,unknown,yes
21,student,single,secondary,no,2076,no,no,cellular,nov,440,2,10,other,yes
34,technician,single,secondary,no,127,no,yes,cellular,aug,46,2,0,unknown,no
32,technician,married,secondary,no,996,no,no,cellular,aug,21,13,0,unknown,no
43,services,divorced,secondary,no,848,yes,no,unknown,may,539,3,0,unknown,yes
40,blue-collar,married,primary,no,201,yes,no,unknown,may,110,1,0,unknown,no
58,unknown,married,unknown,no,1637,no,no,telephone,aug,1185,4,0,unknown,yes
42,services,divorced,secondary,no,671,no,no,cellular,nov,164,1,0,unknown,no
55,unemployed,married,primary,no,1450,no,yes,cellular,jul,123,1,0,unknown,no
48,blue-collar,married,secondary,no,776,yes,no,cellular,apr,225,1,0,unknown,no
52,admin.,married,secondary,no,711,no,no,cellular,oct,89,2,3,failure,no
43,management,married,tertiary,no,1568,yes,no,unknown,may,393,3,0,unknown,no
27,unemployed,married,primary,no,7733,yes,no,cellular,feb,961,5,2,failure,yes
59,management,single,tertiary,no,19,yes,no,unknown,may,171,2,0,unknown,no
34,admin.,divorced,primary,no,9871,yes,no,unknown,may,40,2,0,unknown,no
30,technician,single,tertiary,no,-117,yes,no,cellular,jul,109,1,8,success,yes
33,management,married,tertiary,no,157,no,no,cellular,jul,100,2,0,unknown,no
42,blue-collar,married,unknown,no,625,yes,no,cellular,nov,355,2,0,unknown,no
55,unemployed,married,secondary,no,1595,yes,no,cellular,feb,950,2,0,unknown,no
40,blue-collar,single,tertiary,no,147,yes,no,cellular,feb,160,2,2,failure,yes
27,unemployed,single,secondary,no,444,no,no,cellular,jul,542,1,0,unknown,yes
32,technician,single,secondary,no,1906,yes,no,cellular,apr,110,1,0,unknown,yes
34,blue-collar,married,secondary,no,416,yes,no,unknown,may,109,1,0,unknown,no
36,blue-collar,married,primary,no,189,yes,no,cellular,jul,175,13,0,unknown,no
57,blue-collar,married,primary,no,148,no,no,unknown,jun,105,1,0,unknown,no
62,retired,married,secondary,no,18152,no,no,cellular,jul,361,1,0,unknown,yes
31,blue-collar,married,secondary,no,3094,yes,no,unknown,may,1374,2,0,unknown,yes
52,blue-collar,married,primary,no,66698,no,no,cellular,aug,110,3,0,unknown,no
23,student,single,secondary,no,66,no,no,cellular,jun,127,1,0,unknown,no
59,unemployed,married,secondary,no,1015,no,no,cellular,feb,135,3,0,unknown,yes
36,entrepreneur,single,tertiary,no,238,yes,no,cellular,jul,796,2,0,unknown,yes
26,management,single,tertiary,no,58,no,no,cellular,apr,459,1,0,unknown,yes
37,services,married,secondary,no,1667,yes,yes,cellular,jan,398,2,6,failure,no
36,blue-collar,married,secondary,no,2007,yes,no,cellular,apr,22,1,0,unknown,no
40,management,married,tertiary,no,148,no,no,cellular,feb,119,3,0,unknown,no
33,management,married,tertiary,no,51,no,no,cellular,aug,161,1,0,unknown,no
50,management,married,tertiary,no,-97,no,no,unknown,jun,323,1,0,unknown,yes
48,self-employed,married,secondary,no,326,no,no,cellular,aug,131,8,0,unknown,no
33,services,married,secondary,no,-154,yes,yes,cellular,may,187,1,0,unknown,no
42,technician,married,secondary,no,-67,no,no,cellular,aug,274,4,0,unknown,no
43,management,married,tertiary,no,7127,no,no,unknown,jun,108,2,0,unknown,no
25,student,single,secondary,no,1916,no,no,cellular,jun,1192,4,1,failure,yes
30,blue-collar,single,secondary,yes,138,yes,no,unknown,may,382,1,0,unknown,yes
52,self-employed,married,secondary,no,-362,yes,no,unknown,may,326,1,0,unknown,no
58,management,married,tertiary,no,3590,yes,no,unknown,jun,326,1,0,unknown,no
39,technician,married,tertiary,no,341,no,no,cellular,aug,403,2,0,unknown,yes
39,blue-collar,single,secondary,no,1297,no,no,unknown,jun,382,1,0,unknown,no
54,management,married,tertiary,no,-88,yes,yes,telephone,may,72,5,0,unknown,no
34,technician,married,tertiary,no,3241,yes,no,cellular,nov,487,2,1,failure,yes
35,management,single,tertiary,no,91,no,no,cellular,aug,357,2,1,failure,yes
23,technician,single,secondary,no,4511,no,no,cellular,jun,204,1,0,unknown,no
27,management,single,tertiary,no,825,yes,no,unknown,jun,571,3,0,unknown,yes
32,admin.,married,secondary,no,20031,no,no,cellular,apr,232,1,0,unknown,no
38,blue-collar,married,secondary,no,339,yes,no,unknown,may,93,2,0,unknown,no
93,retired,married,unknown,no,729,no,no,cellular,jul,865,2,7,success,yes
52,management,married,tertiary,no,80,no,no,telephone,oct,52,1,0,unknown,no
32,blue-collar,single,primary,no,682,yes,no,unknown,may,172,2,0,unknown,no
38,admin.,married,secondary,no,224,yes,yes,unknown,jun,176,2,0,unknown,no
34,services,single,secondary,no,2313,no,yes,telephone,jan,568,2,0,unknown,no
33,management,married,tertiary,no,1235,no,no,cellular,feb,371,1,0,unknown,yes
34,management,married,tertiary,no,2560,yes,no,cellular,jul,167,1,0,unknown,no
59,retired,married,secondary,no,671,no,no,cellular,apr,240,1,0,unknown,yes
48,blue-collar,married,primary,no,1318,no,no,cellular,aug,46,5,0,unknown,no
38,management,married,tertiary,no,-550,no,no,cellular,aug,86,6,0,unknown,no
38,housemaid,married,primary,no,17,yes,no,cellular,jul,377,3,0,unknown,no
54,blue-collar,married,primary,yes,-287,no,no,cellular,jan,441,1,0,unknown,yes
43,blue-collar,married,primary,no,-119,no,no,cellular,jul,341,9,0,unknown,no
37,entrepreneur,married,tertiary,no,305,no,no,cellular,jun,292,2,0,unknown,yes
31,management,married,tertiary,no,6157,no,no,cellular,oct,151,2,5,failure,yes
47,blue-collar,married,primary,no,814,no,no,cellular,aug,999,1,0,unknown,yes
33,blue-collar,married,tertiary,no,17729,no,no,cellular,nov,550,1,0,unknown,no
28,technician,single,secondary,no,20,yes,yes,cellular,may,534,2,1,failure,yes
32,blue-collar,married,primary,no,965,yes,no,unknown,may,116,2,0,unknown,no
30,technician,single,secondary,no,519,no,no,cellular,nov,60,7,0,unknown,no
56,technician,married,secondary,no,-192,yes,yes,cellular,apr,123,1,3,other,no
32,management,married,tertiary,no,3211,yes,no,cellular,may,1142,5,0,unknown,yes
31,blue-collar,single,secondary,no,970,yes,yes,unknown,may,75,2,0,unknown,no
41,blue-collar,married,primary,no,65,no,no,cellular,jul,71,5,0,unknown,no
28,self-employed,single,tertiary,no,241,yes,no,unknown,may,1520,2,0,unknown,yes
39,management,married,tertiary,no,7606,no,no,telephone,may,359,1,1,other,no
51,admin.,single,secondary,no,288,no,yes,cellular,jul,208,3,0,unknown,no
35,blue-collar,single,secondary,no,3497,no,no,unknown,nov,111,1,1,success,yes
54,technician,single,secondary,no,315,yes,yes,cellular,nov,116,1,2,failure,no
28,management,single,tertiary,no,898,no,no,cellular,feb,170,2,2,success,yes
28,services,single,tertiary,no,1406,yes,no,cellular,jul,187,1,0,unknown,no
37,technician,single,tertiary,no,-106,yes,no,cellular,jul,361,6,0,unknown,yes
29,services,married,secondary,no,171,yes,no,unknown,may,109,23,0,unknown,no
30,services,divorced,secondary,no,286,yes,no,cellular,apr,1087,2,0,unknown,yes
36,blue-collar,married,secondary,no,6740,yes,no,cellular,apr,206,3,0,unknown,no
34,admin.,divorced,secondary,no,1279,no,no,cellular,mar,116,7,0,unknown,yes
21,student,single,primary,no,8294,no,no,cellular,oct,451,1,0,unknown,yes
39,unemployed,married,secondary,no,1758,no,no,unknown,jun,265,6,0,unknown,no
37,services,divorced,secondary,no,287,yes,no,unknown,may,157,2,0,unknown,no
31,management,single,secondary,no,35,yes,no,cellular,nov,239,3,0,unknown,no
30,blue-collar,married,primary,no,1035,yes,no,telephone,may,44,1,1,failure,no
46,management,single,tertiary,no,2526,no,no,cellular,aug,216,5,0,unknown,no
31,blue-collar,married,secondary,no,5212,yes,no,cellular,nov,250,1,0,unknown,no
34,management,divorced,tertiary,no,2795,no,no,cellular,feb,317,2,4,other,yes
44,services,married,secondary,no,5982,yes,yes,cellular,may,210,1,0,unknown,no
55,housemaid,married,primary,no,1477,yes,no,cellular,nov,137,2,0,unknown,no
52,management,married,tertiary,no,925,no,no,cellular,nov,88,1,0,unknown,no
46,technician,married,secondary,no,721,yes,no,cellular,nov,1525,2,0,unknown,yes
28,self-employed,single,tertiary,no,896,no,no,cellular,mar,110,2,2,success,yes
50,blue-collar,married,unknown,no,580,yes,no,unknown,may,181,1,0,unknown,no
60,blue-collar,married,primary,no,359,no,no,cellular,oct,400,1,0,unknown,yes
39,admin.,married,tertiary,no,1420,yes,no,cellular,sep,150,3,1,other,no
29,technician,married,tertiary,no,-851,no,yes,unknown,jun,126,4,0,unknown,no
48,unemployed,single,tertiary,no,2999,no,no,unknown,jun,1080,1,0,unknown,yes
28,student,single,tertiary,no,-399,no,no,cellular,may,360,1,10,other,yes
60,retired,married,primary,no,545,no,no,cellular,aug,100,6,0,unknown,no
35,blue-collar,married,secondary,no,1151,yes,no,unknown,may,120,7,0,unknown,no
44,admin.,single,secondary,no,839,yes,no,cellular,nov,48,2,4,failure,no
41,entrepreneur,married,secondary,no,364,no,no,cellular,nov,82,2,0,unknown,no
55,admin.,divorced,secondary,no,1615,no,no,cellular,apr,1266,1,2,other,yes
36,entrepreneur,single,tertiary,no,1432,yes,no,cellular,may,110,1,12,other,no
35,technician,single,secondary,no,499,yes,no,cellular,may,503,2,3,failure,yes
59,technician,married,secondary,no,181,no,no,cellular,mar,241,1,0,unknown,yes
42,unemployed,married,secondary,no,766,yes,no,cellular,may,768,3,2,failure,yes
31,management,married,tertiary,no,2503,yes,yes,cellular,may,926,1,0,unknown,yes
36,housemaid,married,primary,no,41,yes,no,cellular,jul,933,2,0,unknown,yes
32,management,divorced,tertiary,no,861,yes,no,cellular,dec,785,1,5,other,yes
36,unemployed,single,tertiary,no,1304,no,no,cellular,aug,146,1,2,success,yes
39,blue-collar,married,primary,no,2728,yes,no,unknown,jun,199,3,0,unknown,no
38,blue-collar,married,primary,no,3018,yes,no,cellular,apr,417,1,3,failure,yes
32,services,single,secondary,no,2867,no,no,cellular,nov,853,1,0,unknown,yes
31,services,single,secondary,no,63,no,no,cellular,apr,339,1,0,unknown,yes
46,technician,married,secondary,no,95,no,no,cellular,may,443,1,1,success,yes
44,technician,divorced,secondary,no,6925,no,no,cellular,nov,179,1,2,failure,no
31,technician,married,secondary,no,-393,no,no,unknown,may,197,3,0,unknown,no
30,technician,married,secondary,no,427,no,yes,cellular,jul,66,4,0,unknown,no
44,management,married,tertiary,no,31373,no,no,cellular,jul,571,7,0,unknown,yes
29,self-employed,single,tertiary,no,1316,no,no,cellular,jul,167,1,4,success,yes
29,technician,single,tertiary,no,6562,yes,no,cellular,aug,252,8,0,unknown,no
45,services,divorced,secondary,no,645,yes,yes,cellular,may,1122,3,30,failure,yes
31,management,single,tertiary,no,225,no,no,cellular,sep,241,1,1,failure,yes
28,blue-collar,single,secondary,no,481,no,no,unknown,jun,405,1,6,other,yes
37,housemaid,single,tertiary,no,526,no,no,cellular,nov,207,1,2,failure,no
44,admin.,married,secondary,no,-97,yes,no,cellular,mar,246,2,0,unknown,yes
35,admin.,single,secondary,no,2613,yes,no,unknown,jun,96,2,0,unknown,no
57,entrepreneur,divorced,tertiary,no,725,no,no,unknown,jun,447,3,0,unknown,no
49,technician,married,secondary,no,112,yes,no,unknown,jun,319,4,0,unknown,no
22,management,single,tertiary,no,2632,yes,no,unknown,may,267,6,0,unknown,no
50,blue-collar,divorced,primary,no,95,no,no,cellular,nov,32,1,0,unknown,no
53,services,divorced,secondary,no,689,yes,no,cellular,may,946,3,7,other,yes
41,management,married,tertiary,no,166,no,yes,cellular,feb,32,4,0,unknown,no
54,services,married,unknown,no,349,no,yes,unknown,jun,877,1,0,unknown,yes
31,self-employed,married,secondary,no,-101,yes,no,unknown,may,275,1,0,unknown,no
49,technician,married,tertiary,no,623,no,no,unknown,jul,317,2,0,unknown,no
42,admin.,divorced,secondary,no,-110,yes,no,unknown,may,216,2,0,unknown,no
46,management,single,tertiary,no,-39,no,no,cellular,feb,1081,1,0,unknown,yes
71,retired,divorced,secondary,no,4439,no,no,cellular,sep,355,1,0,unknown,yes
66,retired,married,primary,no,1317,no,no,cellular,jan,523,2,3,failure,yes
27,services,single,secondary,no,258,no,no,cellular,jul,93,1,0,unknown,no
46,management,married,tertiary,no,282,no,no,cellular,nov,709,2,3,other,yes
41,management,divorced,tertiary,no,652,no,no,cellular,aug,170,3,0,unknown,no
25,admin.,single,secondary,no,-76,no,yes,telephone,jul,444,7,0,unknown,no
44,services,divorced,secondary,no,88,yes,no,unknown,may,170,2,0,unknown,no
37,management,married,tertiary,no,-99,yes,no,unknown,may,164,10,0,unknown,no
39,technician,married,secondary,no,65,no,no,cellular,feb,143,1,0,unknown,no
51,blue-collar,married,primary,no,2220,yes,no,cellular,may,42,7,0,unknown,no
52,unknown,married,unknown,no,836,no,no,cellular,jul,487,1,6,failure,yes
38,management,married,primary,no,2112,no,no,unknown,jun,159,2,0,unknown,no
30,admin.,married,secondary,no,128,yes,no,unknown,may,118,2,0,unknown,no
35,management,single,tertiary,no,-13,yes,no,unknown,may,71,3,0,unknown,no
59,retired,married,secondary,no,408,yes,no,cellular,may,467,2,0,unknown,no
34,technician,single,secondary,no,3429,yes,no,cellular,may,150,3,1,other,no
44,technician,divorced,unknown,yes,80,no,yes,unknown,jul,151,3,0,unknown,no
55,technician,divorced,secondary,no,1428,no,no,cellular,aug,74,1,0,unknown,no
40,technician,single,tertiary,no,574,no,no,cellular,jan,435,1,0,unknown,no
35,blue-collar,married,secondary,no,900,yes,no,cellular,may,412,3,0,unknown,yes
20,student,single,secondary,no,2510,no,no,cellular,oct,177,1,0,unknown,yes
58,management,married,tertiary,no,2340,no,no,cellular,aug,370,6,1,success,yes
33,technician,married,tertiary,no,-65,yes,no,cellular,jul,90,3,0,unknown,no
33,blue-collar,married,secondary,no,664,yes,no,cellular,jul,946,1,0,unknown,yes
38,self-employed,married,secondary,no,359,yes,no,unknown,may,125,5,0,unknown,no
44,management,married,tertiary,no,-760,yes,no,cellular,jul,187,8,0,unknown,no
52,self-employed,married,tertiary,no,4171,no,no,cellular,aug,620,3,5,other,yes
37,technician,married,secondary,no,1710,yes,no,cellular,jul,541,2,3,failure,yes
48,entrepreneur,married,secondary,no,-219,no,yes,cellular,jul,455,2,0,unknown,yes
42,management,single,tertiary,no,1579,yes,no,cellular,aug,233,1,3,failure,yes
87,retired,married,primary,no,2207,no,no,telephone,jan,502,2,0,unknown,yes
52,entrepreneur,divorced,tertiary,no,2164,no,no,cellular,apr,120,1,2,success,no
55,admin.,married,secondary,no,592,no,no,cellular,sep,348,1,5,success,yes
29,blue-collar,single,secondary,no,2704,yes,no,cellular,may,286,1,0,unknown,no
55,retired,married,secondary,no,1064,no,no,telephone,jan,646,1,2,success,yes
59,retired,married,secondary,no,1247,no,no,cellular,may,419,1,1,failure,yes
30,technician,single,primary,no,2636,yes,no,cellular,apr,318,1,0,unknown,no
21,blue-collar,single,secondary,no,2248,no,no,cellular,feb,78,2,0,unknown,yes
50,technician,married,secondary,no,6533,no,no,telephone,jul,234,1,0,unknown,yes
38,blue-collar,single,secondary,no,4800,no,yes,cellular,jul,641,4,0,unknown,yes
45,entrepreneur,married,primary,no,407,yes,no,telephone,jul,95,11,0,unknown,no
49,management,married,tertiary,no,32,no,no,telephone,aug,633,2,4,success,yes
41,self-employed,single,tertiary,no,3800,yes,no,unknown,may,80,2,0,unknown,no
40,technician,single,unknown,no,5533,yes,no,cellular,jan,234,3,0,unknown,yes
38,blue-collar,married,primary,no,-36,yes,yes,cellular,may,683,1,0,unknown,yes
31,technician,married,secondary,no,219,no,no,cellular,mar,330,2,0,unknown,yes
26,management,single,tertiary,no,54,no,no,cellular,apr,150,1,1,failure,yes
54,unknown,married,secondary,no,2157,no,no,cellular,may,249,1,4,success,yes
68,retired,divorced,secondary,no,4411,no,no,telephone,jul,907,2,0,unknown,yes
58,housemaid,married,primary,no,-10,yes,no,telephone,jul,124,7,0,unknown,no
61,retired,married,secondary,no,2549,yes,yes,cellular,mar,230,1,0,unknown,yes
50,blue-collar,married,primary,no,261,no,no,cellular,aug,464,2,0,unknown,no
25,blue-collar,single,secondary,no,-196,yes,no,cellular,jul,595,1,0,unknown,yes
36,blue-collar,married,primary,no,224,yes,no,cellular,nov,229,2,0,unknown,no
36,management,single,tertiary,no,5,no,yes,cellular,nov,284,1,4,failure,no
28,services,married,secondary,no,-198,no,no,cellular,jan,517,3,0,unknown,no
42,unemployed,married,secondary,no,994,no,no,cellular,oct,1176,3,6,success,yes
36,blue-collar,single,secondary,no,5278,no,yes,cellular,jul,654,4,0,unknown,yes
33,technician,single,secondary,no,697,yes,no,cellular,apr,452,2,6,failure,yes
33,services,single,unknown,no,2123,no,no,cellular,nov,1117,2,0,unknown,yes
30,management,single,tertiary,no,3128,no,no,cellular,jun,577,2,0,unknown,yes
35,technician,married,secondary,no,-256,no,yes,cellular,aug,850,2,0,unknown,yes
34,management,single,tertiary,no,1086,yes,no,cellular,apr,1253,5,0,unknown,yes
38,blue-collar,divorced,secondary,no,1671,yes,no,unknown,jun,2,28,0,unknown,no
50,technician,married,secondary,no,507,yes,yes,unknown,may,243,1,0,unknown,no
60,retired,married,secondary,no,530,no,no,cellular,jul,1019,1,0,unknown,yes
42,management,married,tertiary,no,2486,yes,no,cellular,jun,273,2,11,failure,yes
37,management,divorced,tertiary,no,516,yes,no,cellular,aug,91,6,0,unknown,no
56,management,married,tertiary,no,1193,yes,no,cellular,nov,68,1,0,unknown,no
73,retired,married,unknown,no,863,no,no,cellular,sep,230,1,0,unknown,yes
42,technician,divorced,secondary,no,-157,no,no,cellular,apr,112,1,0,unknown,yes
26,student,single,secondary,no,241,no,no,cellular,may,279,2,0,unknown,yes
28,unemployed,single,unknown,no,1800,no,no,cellular,sep,246,1,0,unknown,yes
55,management,married,primary,no,230,no,no,telephone,feb,71,1,0,unknown,no
38,admin.,divorced,secondary,no,-162,no,yes,cellular,jul,284,1,0,unknown,no
33,self-employed,single,tertiary,no,84,no,no,cellular,aug,830,3,0,unknown,yes
34,admin.,single,tertiary,no,6,no,no,unknown,may,126,2,0,unknown,no
40,technician,divorced,secondary,no,53,no,no,cellular,aug,680,2,0,unknown,yes
47,management,married,tertiary,no,211,no,no,cellular,mar,186,1,1,success,yes
36,technician,married,tertiary,no,-110,yes,no,cellular,feb,88,1,0,unknown,yes
33,management,married,tertiary,no,96,yes,no,cellular,may,174,1,0,unknown,no
24,student,single,secondary,no,1614,no,no,cellular,feb,388,1,1,success,yes
42,technician,single,secondary,no,-50,no,no,cellular,jan,212,2,0,unknown,no
58,retired,married,primary,no,1245,no,no,unknown,jun,817,1,0,unknown,yes
28,blue-collar,single,tertiary,no,2111,yes,no,cellular,may,21,2,1,failure,no
